smiles,original pIC50 
O=S(=O)(Nc1cccc2cccnc12)c1ccc(Br)s1,5.958607314841775
Cc1ccc2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])c2n1,5.958607314841775
COc1ccc(/C=C/c2cccc(F)c2)cc1,5.958607314841775
O=S1(=O)Nc2c(ccc3cccnc23)-c2cc(Cl)ccc21,5.958607314841775
COc1cc2cccnc2c2c1-c1cc(C)ccc1S(=O)(=O)N2,5.920818753952375
Cc1ccc2ccc3c(c2n1)NS(=O)(=O)c1ccc(C(F)(F)F)cc1-3,5.920818753952375
O=S(=O)(Nc1cccc2cccnc12)c1ccc(Cl)s1,5.886056647693163
C(=C/c1ccc2ccccc2c1)\c1ccccc1,5.886056647693163
Cc1ccc2cccc(NS(=O)(=O)c3ccc(Br)s3)c2n1,5.853871964321762
COc1ccc(/C=C/c2ccccc2Cl)cc1,5.823908740944319
C=C(C)[C@@H]1CC[C@]2(C(=O)OC)CC[C@]3(C(=O)O)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.823908740944319
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1,5.823908740944319
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)Nc1cccc2cccnc12,5.795880017344075
COc1cc2c(=O)oc3c(OC)c(O)cc4c(=O)oc(c1OC)c2c34,5.795880017344075
COc1ccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(OC)c(OC)c3)c2)c(OC)c1,5.769551078621726
O=S1(=O)Nc2c(ccc3cccnc23)-c2cc(F)ccc21,5.769551078621726
C=C(C)[C@H]1Cc2c(oc3c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c3c2=O)-c2c(O)cc(O)c(O)c21,5.698970004336019
Nc1ccccc1S(=O)(=O)Nc1cccc2cccnc12,5.698970004336019
COc1cc(NS(=O)(=O)c2ccc(C)cc2[N+](=O)[O-])c2ncccc2c1,5.6777807052660805
CCCCCCCCCCCCCCCCCCS(=O)(=O)NCCCNCCCCNCCCN,5.6777807052660805
Cc1ccc(S(=O)(=O)Nc2cccc3cccnc23)c([N+](=O)[O-])c1,5.6777807052660805
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.619788758288394
COc1ccc2c(c1)-c1ccc3ccc(C)nc3c1NS2(=O)=O,5.6020599913279625
COc1cnc2c3c(ccc2c1)-c1ccccc1S(=O)(=O)N3,5.6020599913279625
COc1ccc(/C=C/C(=O)c2ccc(NC(C)=O)c(-c3ccc(F)cc3)c2)cc1OC,5.576754126063192
Cc1ccc2cccc(NS(=O)(=O)c3ccccc3N)c2n1,5.552841968657781
CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,5.537602002101044
Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,5.522878745280337
COc1ccc(OC)c(/C=C/C(=O)c2ccc(N)c(-c3ccc(OC)c(OC)c3)c2)c1,5.496209316942819
O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1cccc2cccnc12,5.494850021680094
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CCC(C)(C)O,5.494850021680094
O=S(=O)(Nc1cccc2cccnc12)c1cccs1,5.443697499232712
C=C(C)[C@H]1Cc2c(oc3c4c(cc(O)c3c2=O)OC(C)(C)C=C4)-c2c(O)cc(O)c(O)c21,5.431798275933005
O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)Nc1cccc2cccnc12,5.431798275933005
Cc1ccc2cccc(NS(=O)(=O)c3ccccc3[N+](=O)[O-])c2n1,5.420216403
C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5.366531544420413
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](OC(=O)/C=C/c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.327902142064282
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)/C=C/c6ccc(O)c(OC)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.267606240177031
COc1ccc(-c2cc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)ccc2N)cc1OC,5.2644011
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)ccc1O,5.165579296318468
COc1ccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)c(OC)c1,5.097453220686009
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.060480747381382
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.055517327849831
COc1ccc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)cc1O,5.018181392829336
Cc1ccc2ccc3c(c2n1)NS(=O)(=O)c1ccc(O)cc1-3,5
COc1ccc(OC)c(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)c1,4.987584625237567
O=C(/C=C/c1cccc(Br)c1)c1cccc(-c2cccc(F)c2)c1,4.9503943874050265
CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)cccc3c(=O)c2c1O,4.946921557
COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C/C[C@H](C)OC2=O,4.939302159646388
COc1cc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)cc(OC)c1OC,4.934793871945688
COc1ccc(-c2cc(C(=O)/C=C/c3cccc(OC)c3OC)ccc2N)cc1OC,4.924453038607469
COc1cc2oc3cc(O)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,4.91721463
O=C(/C=C/c1cccc(-c2ccc(F)cc2)c1)c1ccc(O)cc1,4.906228219
COc1cc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)ccc1O,4.890421453095613
O=C(/C=C/c1ccccc1Br)c1cccc(-c2cccc(F)c2)c1,4.864867348623225
COc1cccc(/C=C/C(=O)c2ccc(N)c(-c3ccc(F)cc3)c2)c1OC,4.8598063214213685
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,4.798602875679548
CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)ccc(O)c3c(=O)c2c1O,4.721246399047171
O=C1C[C@@H](c2ccc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)Oc2c1c(O)c([C@H](CCc1ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)c1ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c(O)c2[C@@H](CCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,4.714442690992226
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,4.698970004336019
COc1ccc(-c2cc(C(=O)/C=C/c3ccc(F)cc3)ccc2N)cc1OC,4.6724367398127225
COc1cccc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)c1OC,4.618884919290149
O=C(/C=C/c1ccc(Cl)cc1)c1cccc(-c2cccc(F)c2)c1,4.612788199686269
COc1ccc(/C=C/C(=O)c2cccc(-c3cccc(F)c3)c2)cc1OC,4.475733731233022
COc1ccccc1/C=C/C(=O)c1cccc(-c2cccc(F)c2)c1,4.452471423540218
